Customer_ID,Age,Gender,Annual_Income,Occupation,Card_Type,Credit_Limit,Card_Age_Months,Monthly_Spending,Monthly_Transactions,Avg_Transaction_Value,Online_Shopping_Spending,Grocery_Spending,Fuel_Spending,Dining_Spending,Travel_Spending,Entertainment_Spending,Utility_Bill_Spending,Outstanding_Balance,Statement_Balance,Payment_Amount,Payment_Ratio,Credit_Utilization,Cash_Advance_Amount,EMI_Count,International_Transactions,Reward_Points_Earned,Reward_Points_Redeemed,Mobile_App_Login,Credit_Score,Log_Annual_Income,Log_Credit_Limit,Log_Monthly_Spending,Spending_To_Income_Ratio
CC105155,34,M,1496156,Private Employee,Gold,657000.0,39,69775.48,65,1054.21,11943.53,2986.2,1211.44,17234.34,540.08,24474.45,11385.43,275904.47,341095.85,324041.06,0.95,0.42,0.0,1,0,2783,0,33,659,14.218410378534122,13.395440819535605,11.153052269215044,0.046636500471564216
CC105156,32,F,2345158,Self-Employed,Platinum,1381000.0,100,109549.04,106,1006.59,9268.27,47496.74,22977.4,2832.87,17876.04,6706.96,2390.77,216381.25,306146.83,244917.46,0.8,0.16,138502.26,5,5,6581,1948,64,693,14.667863761401893,14.138319156504128,11.604136710153623,0.046712861137515195
CC105157,41,F,645587,Private Employee,Silver,179000.0,127,40234.8,69,566.92,9838.02,15558.19,818.53,2302.8,5524.55,3821.67,2371.04,86534.13,115407.76,43854.95,0.38,0.47,12323.36,4,1,1199,593,29,522,13.377916808404533,12.095146671399466,10.602512425568847,0.0623228162887059
CC105158,33,M,838466,Private Employee,Silver,254000.0,137,26855.24,34,805.16,6091.34,3605.22,3625.59,1549.99,4690.61,5397.06,1895.44,112527.07,131888.24,125293.83,0.95,0.44,23106.34,1,0,802,435,23,665,13.639330503478089,12.445093483000798,10.198253475170432,0.032029014891098405
CC105159,31,M,676204,Private Employee,Basic,117000.0,24,22509.84,38,567.29,2382.18,7533.15,2594.92,2480.49,594.46,821.59,6103.05,66947.96,86755.07,58125.9,0.67,0.58,0.0,1,0,452,114,18,579,13.424251563490637,11.669937760751914,10.021752249952637,0.03328853422882313
CC105160,37,M,1710242,Self-Employed,Platinum,929000.0,27,90191.28,146,607.84,19955.08,27385.44,9987.63,1966.64,7512.31,12789.38,10594.8,707084.06,796627.76,605437.1,0.76,0.74,0.0,3,8,5371,0,48,572,14.352146023646004,13.74186509422166,11.40969911480474,0.05273597537627578
CC105161,19,F,1558175,Private Employee,Platinum,824000.0,53,91470.85,108,843.34,15379.72,35250.59,15770.52,12139.07,1552.14,2621.03,8757.77,106154.75,178908.99,60829.06,0.34,0.13,0.0,2,4,5486,555,43,610,14.259026464372907,13.621927022483105,11.423786553656335,0.05870383621827648
CC105162,28,M,660109,Retired,Silver,171000.0,16,15402.53,55,272.56,2841.27,4653.99,3072.9,1196.8,683.03,1247.57,1706.97,61706.97,73017.25,45270.7,0.62,0.36,4284.38,0,0,460,0,28,619,13.40016176678193,12.049424683420915,9.642351982913873,0.0233333131342955
CC105163,27,M,1675269,Private Employee,Gold,704000.0,19,62830.93,65,942.45,6915.02,6873.99,23815.21,7363.18,9297.69,4242.35,4323.49,370286.76,416452.46,387300.79,0.93,0.53,0.0,4,4,2546,0,32,621,14.331484904280792,13.464535055593716,11.048218662735174,0.037504979797050475
CC105164,18,M,946165,Self-Employed,Silver,261000.0,34,50914.09,53,975.7,1230.39,10844.42,3790.16,4390.14,6841.4,11672.72,12144.85,180004.25,222809.88,138142.13,0.62,0.67,0.0,2,0,1508,0,40,554,13.760173308327062,12.472279517715116,10.837914622256172,0.05381100547944797
CC105165,69,M,705712,Government Employee,Silver,191000.0,99,27616.64,26,1114.12,2064.38,8022.87,1419.55,3192.68,4614.57,5251.0,3051.59,95329.26,120758.94,86946.44,0.72,0.49,0.0,0,0,816,0,25,627,13.466963918244785,12.160033942617156,10.226209977983151,0.03913301743431977
CC105166,32,M,3301038,Business Owner,Signature,2452000.0,51,152919.91,141,1058.21,14338.41,76769.94,12330.9,18624.59,16707.06,3609.97,10539.03,1010027.03,1159870.99,869903.24,0.75,0.4,0.0,4,9,12037,0,51,630,15.009747825367175,14.712414983868499,11.937676138616604,0.046324795412696476
CC105167,19,F,1381569,Private Employee,Gold,513000.0,38,64884.96,98,658.46,8269.88,7748.62,5579.3,28661.06,5304.62,1328.25,7993.24,336100.82,400229.15,392224.57,0.98,0.67,0.0,4,0,2571,0,20,619,14.13873109162402,13.148033073468746,11.08038654646914,0.04696469014542911
CC105168,33,F,1372145,Private Employee,Silver,389000.0,47,51566.19,48,1080.95,7516.02,13548.64,11145.37,1832.73,3210.58,2815.77,11497.09,143330.44,194027.72,104774.97,0.54,0.36,0.0,3,0,1561,0,29,592,14.13188649560057,12.871337193291367,10.850640896516405,0.03758071486586636
CC105169,44,M,324747,Private Employee,Basic,53000.0,61,16834.04,48,363.3,2449.27,1592.97,4147.29,1067.41,2854.78,2154.89,2567.44,14341.57,28128.53,20533.83,0.73,0.27,0.0,0,0,333,293,15,679,12.690804775930356,10.87806606028079,9.731217707594729,0.051837399574073434
CC105170,34,F,1355335,Self-Employed,Gold,543000.0,34,87432.56,65,1408.63,4742.91,11245.82,15325.85,6355.21,27431.12,2508.16,19823.5,65428.97,152332.16,120342.41,0.79,0.12,0.0,2,1,3482,0,57,691,14.119559952036045,13.204866440535003,11.378634469634887,0.06450992558987623
CC105171,36,F,184646,Student,Basic,36000.0,49,9951.1,26,386.79,1703.2,1291.04,3215.45,279.69,139.08,1214.46,2108.17,6115.97,14067.57,12942.16,0.92,0.17,0.0,0,0,196,0,10,708,12.12620117319503,10.491301994830229,9.205538863159989,0.05389285443205416
CC105172,22,F,2580095,Self-Employed,Platinum,1357000.0,54,184507.4,146,1234.96,13147.66,60932.8,1286.47,97665.92,533.61,2785.58,8155.37,493502.35,650538.5,624516.96,0.96,0.36,0.0,3,1,10903,0,37,685,14.763337165507878,14.12078767573641,12.125450269881615,0.07151186293500235
CC105173,22,F,1336575,Private Employee,Silver,369000.0,46,59998.51,57,1082.93,9895.99,8774.48,4410.38,4050.46,2698.37,10291.78,19877.04,112109.93,165519.65,104277.38,0.63,0.3,46539.13,3,0,1773,0,27,607,14.105621677890115,12.818554633046093,11.002091674504223,0.044889744308812526
CC105174,31,F,208801,Student,Basic,37000.0,74,6672.18,34,200.56,470.29,975.4,582.95,559.26,2309.72,1179.37,595.19,15528.19,21287.81,21074.93,0.99,0.43,1650.52,0,0,131,39,5,688,12.249141713488807,10.518700218288165,8.805851786914149,0.031954732016036574
CC105175,48,F,375984,Retired,Basic,71000.0,69,22049.06,56,391.15,3177.72,3657.32,2968.89,944.81,1959.61,3681.64,5659.06,13757.46,32702.05,18313.15,0.56,0.19,0.0,0,0,443,0,17,645,12.837304527959239,11.170449240431308,10.001070601959725,0.058643612492588953
CC105176,48,M,1413569,Government Employee,Silver,388000.0,81,43417.61,44,1000.04,11125.17,5184.88,1564.4,9639.16,2921.21,8208.02,4774.77,93575.85,132774.75,25227.2,0.19,0.24,0.0,4,0,1315,0,23,540,14.16162897735156,12.868763195921677,10.678643430022577,0.03071488551297662
CC105177,18,M,1449417,Private Employee,Gold,555000.0,12,48503.32,75,671.65,5939.24,10436.25,3930.18,8264.72,8390.59,9832.13,1710.21,261692.74,303993.98,291834.22,0.96,0.47,42953.51,1,0,1944,0,41,657,14.186672654512176,13.22672519452875,10.789408145123833,0.03346402036105921
CC105178,40,M,482176,Private Employee,Silver,123000.0,64,15955.45,40,401.1,2291.85,2874.34,1793.94,167.96,1822.92,1460.91,5543.53,22503.03,38123.93,32405.34,0.85,0.18,0.0,2,0,478,0,21,686,13.086066545541017,11.719947764402807,9.677618415184645,0.03309051051829435
CC105179,53,M,751046,Retired,Silver,215000.0,76,30913.22,61,496.26,3996.82,4321.69,2879.84,6347.45,535.38,7368.09,5463.94,98202.1,119969.16,91176.56,0.76,0.47,0.0,2,0,918,0,28,615,13.529223512010393,12.278397958261774,10.33897155120373,0.04116022187667387
CC105180,26,M,1366851,Private Employee,Silver,392000.0,53,68743.05,67,1068.41,20648.3,18000.55,2259.01,7430.61,11320.3,4015.84,5068.43,127656.34,188408.7,182756.44,0.97,0.32,0.0,3,0,2102,1035,41,679,14.128020843568352,12.879019669789754,11.138145466328998,0.050293009259602596
CC105181,49,M,1541067,Self-Employed,Gold,659000.0,37,67769.43,87,814.07,14249.57,15973.13,7395.47,7911.45,474.91,5466.29,16298.61,332649.89,390827.79,328295.34,0.84,0.52,0.0,3,4,2735,1260,26,650,14.247986240518813,13.398480330934175,11.123881243100438,0.04397565452998489
CC105182,19,F,900108,Private Employee,Gold,390000.0,82,28705.96,26,1056.15,1203.29,12066.18,2961.68,9380.88,140.56,506.2,2447.16,161771.49,190302.96,184593.87,0.97,0.42,63979.74,2,0,1154,130,29,669,13.710271146084201,12.873904582205107,10.26489488105803,0.03189168410866372
CC105183,64,M,1524118,Self-Employed,Platinum,829000.0,35,66733.7,110,611.35,7418.3,9982.92,14186.44,20436.41,6652.61,3835.05,4221.97,155368.89,219938.54,103371.11,0.47,0.19,110603.72,3,7,4017,1384,41,618,14.236927096169834,13.627976640389322,11.108480336505924,0.04378512687309129
CC105184,43,M,1111693,Private Employee,Gold,404000.0,22,25352.07,69,370.79,3542.21,7025.09,8028.92,1890.73,1098.47,828.49,2938.16,176495.85,198800.24,174944.21,0.88,0.45,0.0,1,5,1007,228,10,653,13.921395536067626,12.90917263218775,10.140655106223257,0.02280492006315768
CC105185,69,M,1609284,Private Employee,Platinum,831000.0,106,121044.36,72,1727.63,14901.91,73239.05,9268.86,3119.89,628.85,13603.03,6282.77,349795.48,449101.64,354790.3,0.79,0.42,0.0,2,3,7236,0,39,644,14.29130053894043,13.630386277206295,11.703920630363472,0.0752162825202064
CC105186,38,M,1040228,Private Employee,Silver,306000.0,11,31352.63,56,573.26,5541.53,5002.43,1402.59,1140.88,2195.34,11873.95,4195.92,65427.5,94419.48,68926.22,0.73,0.21,20907.17,0,1,930,244,11,675,13.854951439186479,12.631343648903034,10.353085328831668,0.030140151966394482
CC105187,33,F,1045540,Private Employee,Gold,435000.0,17,63554.89,68,896.01,7849.16,12400.19,4187.18,17820.84,3243.86,3680.78,14372.9,191745.48,246483.16,209510.69,0.85,0.45,0.0,2,1,2558,501,31,619,13.860045012768184,12.983103608918753,11.059674955249632,0.06078666526330139
CC105188,62,M,704038,Retired,Silver,180000.0,94,28409.13,43,677.41,5803.5,2722.46,3875.13,6570.7,7492.77,1154.39,790.19,53324.89,81107.4,76240.96,0.94,0.29,0.0,0,0,861,240,15,712,13.464589031333055,12.100717685412471,10.254501050691337,0.04035169976563266
CC105189,33,F,1105578,Private Employee,Gold,470000.0,35,61124.53,149,390.52,12561.4,11321.63,7693.8,1767.64,1489.36,13392.72,12897.99,395383.34,443828.23,439389.95,0.99,0.86,0.0,2,0,2484,2055,19,595,13.915879737603863,13.060490101343552,11.020684897496228,0.05528739717997927
CC105190,26,M,579756,Retired,Silver,157000.0,41,16623.72,63,251.23,1285.3,2787.2,3855.14,2673.07,779.75,1008.68,4234.58,35868.46,52259.73,49124.15,0.94,0.23,0.0,0,0,492,265,16,722,13.270364329214786,11.964007453736912,9.718646023276962,0.028673648913876297
CC105191,44,F,1062541,Private Employee,Silver,317000.0,76,51342.68,101,487.53,9145.97,19004.09,6770.85,4112.71,595.9,5435.1,6278.06,137612.16,183586.07,31209.63,0.17,0.43,6465.03,5,0,1511,898,41,512,13.876174708411208,12.666660207428574,10.84629713085904,0.048320657743575815
CC105192,39,M,889289,Private Employee,Gold,374000.0,59,32567.37,81,396.57,4300.1,16481.39,678.32,5123.22,1832.01,222.48,3929.85,149478.33,179380.27,175792.66,0.98,0.41,0.0,2,0,1318,0,22,668,13.698178670525229,12.832013750189885,10.391096850963281,0.036621806858775696
CC105193,69,F,2412683,Self-Employed,Platinum,1382000.0,36,110949.39,66,1636.09,28542.88,15749.11,4242.24,35111.92,9434.01,10271.08,7598.14,326647.8,417216.74,262846.55,0.63,0.24,252490.08,4,1,6623,4353,37,610,14.696250378716964,14.139043006898492,11.616838443451453,0.04598589619918578
CC105194,34,M,370724,Retired,Basic,70000.0,50,16917.12,43,380.92,2508.41,6132.3,2163.96,1424.47,655.59,2087.0,1945.39,13343.02,25756.9,22666.07,0.88,0.19,0.0,2,0,336,0,23,694,12.82321582684327,11.156264806643742,9.736140515875807,0.04563265394078525
CC105195,53,F,610806,Private Employee,Silver,160000.0,25,28635.66,47,604.23,8333.35,3723.82,2717.04,2047.24,1749.49,3362.4,6702.31,81109.56,108448.26,104110.33,0.96,0.52,0.0,2,0,874,103,22,650,13.322536312640775,11.982935344196433,10.262442994162196,0.046881759510435696
CC105196,39,F,7767350,Business Owner,Platinum,4661000.0,71,563398.4,67,8721.29,54460.75,126682.18,147329.92,116947.29,22729.41,47726.51,47522.33,596514.15,1121136.79,156959.15,0.14,0.13,852059.23,6,1,34055,0,35,515,15.865439737574205,15.35474078990109,13.241744069461117,0.07253418476047489
CC105197,21,M,1780223,Government Employee,Platinum,908000.0,68,119125.14,154,784.36,30330.98,14915.69,16563.42,20615.63,2118.13,10526.53,24054.75,757562.59,862683.45,431341.72,0.5,0.83,0.0,4,1,7246,0,55,489,14.392249757047368,13.719000758904409,11.687938210690357,0.06691585267650785
CC105198,28,F,604383,Private Employee,Basic,114000.0,62,16742.14,66,264.73,3541.92,3323.41,1622.88,3252.2,1131.12,1051.97,2818.64,50756.08,64363.8,53421.95,0.83,0.44,0.0,0,0,331,62,29,631,13.311965036495574,11.643962499267984,9.725743901124982,0.02770120933203447
CC105199,32,M,1446747,Government Employee,Silver,392000.0,24,59716.58,67,881.02,8409.93,17243.14,3710.19,10676.36,2335.68,6734.51,10606.76,180247.1,233602.04,228930.0,0.98,0.45,0.0,3,0,1773,346,29,662,14.184828837026282,12.879019669789754,10.997381728394027,0.0412764498558402
CC105200,30,F,2982056,Self-Employed,Gold,1241000.0,42,101319.99,82,1259.69,22597.88,15197.44,14484.14,33312.4,2355.89,9169.17,4203.07,460174.36,535831.27,166107.69,0.31,0.38,0.0,6,0,4078,0,65,531,14.908123888812266,14.031428869988192,11.526048875090378,0.033976555101466986
CC105201,56,M,300633,Student,Basic,55000.0,49,13431.3,38,347.54,812.36,5407.02,554.69,1302.89,755.17,1405.89,3193.27,28668.49,40910.35,39683.04,0.97,0.51,0.0,0,0,266,0,12,638,12.613648857023978,10.915106645867503,9.50541753323101,0.044676732093792866
CC105202,42,M,1028699,Private Employee,Gold,379000.0,108,43427.66,78,544.64,10609.08,12299.2,928.14,7837.4,5380.54,2780.15,3593.14,89414.75,120649.04,47053.13,0.39,0.24,0.0,2,0,1717,366,22,590,13.843806427119121,12.84529412258351,10.67887487080465,0.04221610014161367
CC105203,39,F,727240,Self-Employed,Silver,215000.0,42,45875.85,74,590.96,6838.89,10087.8,6282.55,1971.03,8613.77,8837.53,3244.28,135612.96,172325.57,53420.93,0.31,0.64,0.0,1,0,1355,363,30,468,13.497013200894141,12.278397958261774,10.733715911519237,0.06308213244509266
CC105204,61,M,2732197,Business Owner,Gold,1150000.0,41,179311.66,61,2801.9,38986.46,27667.4,45277.22,2159.1,27248.73,11405.09,26567.67,625631.23,759215.22,751623.07,0.99,0.54,0.0,6,0,7069,4154,55,652,14.820616971424423,13.955273369904273,12.09688626502029,0.06562911093136538
CC105205,28,F,1471177,Private Employee,Gold,551000.0,38,66733.87,173,377.46,17572.96,16233.46,6308.83,6103.0,4294.91,9170.98,7049.72,207625.46,269668.88,199554.97,0.74,0.37,0.0,3,3,2720,542,30,644,14.201573998381212,13.219491903015438,11.108482883903058,0.045360870921409446
CC105206,53,F,1528518,Government Employee,Gold,551000.0,14,57157.94,53,1076.61,16677.15,11350.72,15191.93,4613.01,2530.98,2908.57,3885.58,231577.22,280938.17,266891.26,0.95,0.42,0.0,4,0,2253,0,22,648,14.239809850723175,13.219491903015438,10.953591087435184,0.037394351914485834
CC105207,26,F,2031747,Business Owner,Platinum,1116000.0,6,66715.34,134,513.48,4890.19,27173.77,5598.64,171.98,8889.49,3110.46,16880.8,668883.21,716394.26,379688.96,0.53,0.6,73029.46,2,7,3924,0,25,551,14.52440706424189,13.925262317980339,11.108205179412868,0.03283644075747208
CC105208,54,F,343735,Student,Basic,65000.0,37,17130.96,42,391.93,1470.76,1580.1,729.86,7217.72,1024.61,2185.97,2921.94,12668.74,28919.54,21978.85,0.76,0.2,0.0,3,0,345,36,31,678,12.747629199860812,11.082157933374816,9.748701003920488,0.0498376947343204
CC105209,33,M,932631,Government Employee,Gold,395000.0,61,61327.3,111,537.92,15882.63,10845.46,5244.34,11350.45,1501.72,9817.58,6685.11,136848.23,191122.85,181566.71,0.95,0.34,66242.32,2,0,2473,0,36,683,13.745765975441936,12.886643575525625,11.023996679338088,0.06575730379897562
CC105210,58,F,193303,Student,Basic,36000.0,50,9356.71,18,508.56,1709.75,2127.98,280.62,1344.9,289.37,2709.89,894.19,13622.6,21011.57,9665.32,0.46,0.39,0.0,0,1,184,36,16,593,12.17201935820529,10.491301994830229,9.1439558814183,0.04840437033835976
CC105211,30,M,7691977,Business Owner,Platinum,4218000.0,23,366603.2,127,2877.06,20255.15,119446.26,131708.13,25806.22,19499.44,9322.5,40565.5,1698121.93,2035601.7,1485989.24,0.73,0.41,0.0,4,2,22222,0,67,617,15.855688525572313,15.254871877100014,12.812038070950592,0.0476604649233251
CC105212,29,M,728527,Retired,Silver,187000.0,102,36728.75,106,333.46,2291.38,12231.21,1126.63,3999.13,7059.66,308.85,9711.88,86221.1,112451.89,106829.3,0.95,0.46,0.0,2,0,1096,274,30,683,13.498781339019486,12.138869243416009,10.511342332365285,0.050415084134830764
CC105213,37,F,1693320,Private Employee,Platinum,990000.0,23,59229.26,85,716.76,10591.01,12414.88,14622.56,4287.48,806.57,4740.47,11766.28,136667.46,186026.23,61388.66,0.33,0.14,0.0,1,5,3540,0,28,599,14.342202247395463,13.805461232211272,10.989187838928775,0.034978184867390814
CC105214,31,M,1355974,Self-Employed,Gold,525000.0,129,72905.06,73,1009.51,2971.51,10552.56,24891.18,834.87,8260.01,14924.42,10470.52,88642.89,150440.35,117343.47,0.78,0.17,0.0,4,3,2929,835,64,703,14.120031310734351,13.171155446333852,11.196927042113861,0.05376582441806579
CC105215,38,M,1497079,Private Employee,Gold,591000.0,8,71649.84,120,571.24,13305.08,8984.68,4116.16,10059.87,24616.45,2964.64,7602.96,235048.15,304984.0,292784.64,0.96,0.41,101897.59,3,0,2826,0,56,673,14.219027102187649,13.28957298843418,11.17956015684426,0.04785975890351905
CC105216,25,M,471783,Retired,Silver,141000.0,87,11855.21,26,463.69,449.5,4641.94,1216.42,916.29,12.23,2003.87,2614.97,74702.65,86059.98,20654.4,0.24,0.54,0.0,1,0,352,0,12,497,13.064276532705803,11.856522261533737,9.38060705992961,0.025128523070455513
CC105217,42,M,1786650,Private Employee,Platinum,998000.0,156,81602.5,104,751.48,23391.29,22056.55,1848.94,8084.45,14232.21,9652.4,2336.66,489718.15,551740.71,231731.1,0.42,0.48,0.0,2,5,4910,2359,41,537,14.395853475683714,13.813509557297108,11.309627432189219,0.045673467102982264
CC105218,27,F,1545987,Private Employee,Platinum,924000.0,93,109304.64,177,591.41,45762.58,16831.19,13982.21,5284.92,8327.73,15470.43,3645.58,120093.42,221877.41,104282.38,0.47,0.13,87795.22,3,8,6636,0,44,656,14.251173746133015,13.736468432874318,11.601903273931235,0.07070217278624787
CC105219,23,M,759333,Private Employee,Silver,226000.0,30,28256.07,25,1080.25,1701.08,5574.05,2602.07,9126.56,5491.14,1706.06,2055.1,40053.78,60345.94,33793.73,0.56,0.18,0.0,0,0,842,164,13,617,13.540197012283896,12.328294703023394,10.24909897075013,0.03721169763414455
CC105220,26,F,1693707,Government Employee,Gold,610000.0,20,46100.36,57,790.82,6174.29,3222.33,7216.91,4576.83,3088.72,3178.18,18643.09,474102.35,506848.38,385204.77,0.76,0.8,34386.37,5,0,1866,199,45,554,14.342430766254726,13.321215875492413,10.73859772963419,0.02721861573443802
CC105221,33,M,738540,Private Employee,Silver,187000.0,17,41450.75,44,977.83,2515.15,5860.11,9668.44,2771.46,159.9,16700.21,3775.49,42265.48,72813.47,71357.2,0.98,0.23,0.0,3,0,1245,563,31,716,13.512431897354281,12.138869243416009,10.632285379213839,0.05612526064862939
CC105222,21,M,1754740,Self-Employed,Platinum,991000.0,22,82075.89,63,1367.72,15015.67,3066.66,6226.38,4865.33,23557.7,10681.74,18662.41,488442.39,547801.71,536845.68,0.98,0.48,183384.17,5,2,4999,0,65,651,14.377831825643769,13.80647082239335,11.315411769823209,0.046773818343191734
CC105223,31,M,6693574,Business Owner,Signature,5217000.0,72,383911.64,132,3009.44,13148.24,85667.37,62909.29,64070.0,65483.24,19736.78,72896.71,1703304.78,1975140.07,849310.23,0.43,0.32,0.0,2,5,30450,0,43,584,15.716658669045591,15.467433273685554,12.858170305687814,0.05735525445739847
CC105224,33,F,410971,Private Employee,Silver,119000.0,36,12023.95,43,285.24,2841.37,2398.7,3294.24,1063.95,401.48,440.91,1583.3,14362.94,25522.13,17865.49,0.7,0.12,0.0,0,0,357,79,10,677,12.926280364636973,11.686887175419702,9.39473893696116,0.0292574171893088
CC105225,22,F,371045,Retired,Basic,67000.0,53,10765.5,16,649.98,1358.14,3312.89,1557.01,2030.41,1173.51,596.45,737.09,25416.27,35175.73,22864.22,0.65,0.39,0.0,1,0,212,117,11,595,12.824081323121874,11.112462823634855,9.284194740546663,0.029014000996401675
CC105226,37,M,916569,Private Employee,Gold,398000.0,56,41580.4,86,473.59,1768.06,10336.06,13488.15,3606.41,853.06,2328.05,9200.62,152333.61,191488.24,78510.18,0.41,0.39,0.0,1,0,1663,0,20,533,13.728393720868468,12.894209796826232,10.635408230878852,0.04536526982643571
CC105227,47,M,2763351,Self-Employed,Gold,1166000.0,41,124189.04,109,1185.15,21780.63,15141.24,31656.04,13558.69,17766.08,21344.46,2941.9,561304.19,670487.28,636962.92,0.95,0.48,0.0,3,0,5019,1599,67,656,14.83195499354721,13.96909050352514,11.729568252029152,0.04494146418589263
CC105228,20,F,834066,Private Employee,Gold,344000.0,67,26956.87,32,858.44,4564.55,4618.56,6052.9,970.95,4019.35,1346.71,5383.85,38103.75,60026.04,57625.0,0.96,0.11,0.0,1,0,1094,429,27,724,13.634069013845556,12.748399843328054,10.202030555970392,0.03231982840647719
CC105229,39,M,907913,Private Employee,Gold,371000.0,49,44770.97,49,868.98,332.29,12010.79,6438.43,9172.38,4976.43,3227.8,8612.85,127312.03,165288.92,158677.36,0.96,0.35,0.0,2,0,1768,337,30,691,13.71890493944142,12.82396003700373,10.709337552947288,0.049311960506686084
CC105230,44,M,825811,Self-Employed,Gold,353000.0,96,32939.8,96,336.97,4141.29,4831.27,5116.87,3909.11,337.25,7631.15,6972.86,131978.21,162137.65,157273.52,0.97,0.38,0.0,0,3,1331,0,17,682,13.624122423692073,12.77422616877261,10.40246729001838,0.03988781936738688
CC105231,30,F,1125723,Private Employee,Silver,342000.0,34,38479.08,83,457.59,6051.69,4887.9,2735.03,3186.99,2687.8,6753.33,12176.35,129885.15,161541.17,138925.41,0.86,0.38,65476.47,4,1,1164,654,35,639,13.93393694218314,12.742568940017076,10.557895983779561,0.034181659253349345
CC105232,37,M,2328468,Self-Employed,Platinum,1396000.0,63,89704.94,169,531.77,10462.2,18635.0,28722.64,4444.6,8609.26,10836.24,7995.0,872686.74,942022.69,932602.46,0.99,0.64,0.0,3,5,5475,0,42,670,14.660721528024128,14.149122278636577,11.404292266590177,0.03852530505019384
CC105233,34,M,7573403,Business Owner,Platinum,4086000.0,19,471384.58,136,3516.03,8448.71,70180.53,44930.25,125979.66,62634.72,14305.62,144905.08,1620084.0,2015922.7,1653056.61,0.82,0.4,0.0,6,3,28731,8202,66,636,15.840153194091497,15.223077299097804,13.063431679283582,0.06224210965656755
CC105234,33,F,1187459,Retired,Silver,309000.0,62,56411.46,63,858.75,3202.36,18337.34,1929.1,21863.32,6232.15,1743.58,3103.6,84037.22,129523.73,108799.93,0.84,0.27,0.0,2,1,1684,0,36,663,13.987327130113082,12.6410997921206,10.940445335072297,0.047506027576130996
CC105235,18,F,1382484,Private Employee,Silver,378000.0,21,70144.04,99,697.94,22680.9,15343.19,9486.97,9648.7,7908.13,3772.43,1303.72,236212.05,295397.22,103389.03,0.35,0.64,0.0,4,0,2098,1091,45,503,14.139393162410181,12.84265212010087,11.158320377400054,0.05073768665640442
CC105236,41,M,5946580,Business Owner,Platinum,3371000.0,7,275174.9,138,2027.98,62719.66,70508.94,54522.4,15979.73,19616.1,9999.2,41828.87,1674240.87,1926457.81,1868664.08,0.97,0.5,0.0,4,4,16524,3567,59,661,15.598326990514666,15.030720290864032,12.525165808532197,0.04627448045759702
CC105237,43,M,1823432,Self-Employed,Platinum,1078000.0,83,86956.12,75,1118.28,5745.87,16982.49,17990.07,30639.8,2176.39,10455.29,2966.21,241164.89,325401.2,309131.14,0.95,0.22,28765.29,3,6,5126,0,41,740,14.416231546027744,13.890618958094434,11.373170402571402,0.04768816166411641
CC105238,22,F,121510,Student,Basic,24000.0,54,3348.26,23,145.21,119.21,1086.75,451.74,126.64,562.04,398.07,603.81,13154.73,16347.82,16020.86,0.98,0.56,1604.03,0,0,65,0,10,658,11.70776007264412,10.085850775128717,8.116494704895715,0.027555427534560497
CC105239,27,F,1030635,Private Employee,Gold,410000.0,111,55515.52,80,682.11,9028.51,17408.25,4483.14,2288.51,7707.58,4445.76,10153.77,71766.22,111639.8,83729.85,0.75,0.18,0.0,1,1,2188,0,41,690,13.845686645374276,12.923914877701906,10.924435913100933,0.05386535485352365
CC105240,67,F,654638,Private Employee,Silver,195000.0,114,42570.69,70,631.86,4084.21,12276.2,685.58,2758.75,634.0,7803.61,14328.34,47421.69,84965.94,81567.3,0.96,0.24,0.0,2,0,1293,559,23,725,13.391839217642966,12.180759965737863,10.65894475735297,0.06502935973675483
CC105241,34,F,1734407,Private Employee,Gold,678000.0,8,83889.06,138,599.78,7195.38,11950.22,5721.13,12101.58,6441.21,14486.46,25993.08,214933.04,295570.78,292615.07,0.99,0.32,96866.87,2,1,3345,1404,40,702,14.366176702762951,13.426904041847699,11.3372624110624,0.048367574623209154
CC105242,28,F,1949133,Government Employee,Platinum,1068000.0,19,77220.32,69,1084.66,20705.48,23379.12,10168.95,7537.01,3158.26,2369.16,9902.35,555745.06,630078.37,567070.53,0.9,0.51,0.0,3,7,4709,2709,33,672,14.482895729333077,13.881299234831427,11.25443086368922,0.03961777877630917
CC105243,52,F,6010118,Business Owner,Signature,4335000.0,63,427287.68,62,6786.52,39841.97,73575.65,48727.94,65339.56,10070.96,127964.21,61767.39,3833150.2,4227780.7,4143225.09,0.98,0.87,0.0,3,5,33925,17060,53,604,15.608955106648144,15.28223239887726,12.965215129355151,0.07109472393042683
CC105244,37,F,1418244,Private Employee,Gold,623000.0,97,54653.8,59,905.01,8856.58,5122.99,11082.55,10254.07,7411.58,4034.08,7891.94,286128.98,336509.84,329779.64,0.98,0.46,113049.05,3,0,2145,553,37,663,14.164930749711067,13.342303402904738,10.908792321403704,0.03853624623098327
CC105245,39,F,872094,Government Employee,Gold,376000.0,28,27411.9,68,386.3,4337.34,6333.51,4235.87,4077.82,2834.88,2359.31,3233.17,259225.04,285174.38,205325.55,0.72,0.69,0.0,2,0,1101,250,19,563,13.678653641911174,12.837347081942964,10.218768984502947,0.03143227679548957
CC105246,47,M,1322247,Private Employee,Silver,383000.0,46,35124.97,57,591.47,7237.7,10405.62,2301.79,5118.89,2086.44,2675.42,5299.11,80473.16,109377.59,89689.62,0.82,0.21,0.0,3,1,1059,0,39,697,14.094843876353817,12.855792879125431,10.466696021913105,0.02656460555382947
