gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,total_score,average_score,reading_math_ratio,writing_math_ratio
male,group E,associate's degree,standard,completed,97,82,88,267,89.0,0.8453608160272081,0.9072164854926136
female,group B,some high school,standard,none,67,89,82,238,79.33333333333333,1.3283581891289824,1.2238805787480511
male,group B,bachelor's degree,free/reduced,none,88,75,76,239,79.66666666666667,0.8522727175878101,0.8636363538223142
male,group E,some high school,standard,completed,77,76,77,230,76.66666666666667,0.9870129741946367,0.9999999870129872
male,group C,associate's degree,standard,none,76,70,68,214,71.33333333333333,0.921052619459834,0.8947368303324101
male,group D,some high school,standard,none,86,73,70,229,76.33333333333333,0.8488371994321257,0.8139534789075177
male,group C,some high school,standard,completed,63,60,57,180,60.0,0.9523809372637947,0.904761890400605
female,group E,bachelor's degree,standard,none,65,73,75,213,71.0,1.1230769057988168,1.1538461360946748
male,group D,high school,free/reduced,completed,78,77,80,235,78.33333333333333,0.9871794745233401,1.0256410124917819
male,group B,associate's degree,free/reduced,none,67,62,60,189,63.0,0.9253731205168191,0.8955223746936959
male,group A,some high school,standard,completed,46,41,43,130,43.333333333333336,0.8913043284499059,0.9347825883742916
male,group E,associate's degree,standard,completed,71,74,68,213,71.0,1.0422535064471337,0.9577464653838527
male,group C,high school,free/reduced,completed,40,46,50,136,45.333333333333336,1.1499999712500009,1.249999968750001
male,group D,associate's degree,free/reduced,none,90,87,75,252,84.0,0.966666655925926,0.8333333240740742
male,group A,some college,free/reduced,completed,81,78,81,240,80.0,0.9629629510745314,0.9999999876543212
male,group D,some high school,free/reduced,none,56,54,52,162,54.0,0.9642856970663268,0.9285714119897962
female,group C,associate's degree,standard,completed,67,84,81,232,77.33333333333333,1.2537313245711743,1.2089552058364894
male,group B,associate's degree,standard,none,80,76,64,220,73.33333333333333,0.9499999881250002,0.7999999900000001
female,group C,associate's degree,standard,completed,74,75,83,232,77.33333333333333,1.0135134998173851,1.121621606464573
male,group A,some college,standard,none,69,67,69,205,68.33333333333333,0.9710144786809496,0.9999999855072467
male,group E,some college,standard,completed,99,87,81,267,89.0,0.8787878699112337,0.8181818099173555
male,group C,some high school,standard,none,51,52,44,147,49.0,1.0196078231449448,0.8627450811226455
female,group B,associate's degree,free/reduced,none,53,71,67,191,63.666666666666664,1.3396226162335356,1.2641509195443223
female,group D,high school,free/reduced,none,49,57,52,158,52.666666666666664,1.1632652823823413,1.0612244681382763
female,group B,associate's degree,standard,none,73,76,80,229,76.33333333333333,1.0410958761493716,1.095890395946707
male,group B,bachelor's degree,standard,none,66,60,57,183,61.0,0.9090908953168046,0.8636363505509644
male,group D,bachelor's degree,standard,completed,67,61,68,196,65.33333333333333,0.9104477476052575,1.0149253579861888
female,group C,associate's degree,free/reduced,completed,68,67,69,204,68.0,0.9852941031574397,1.014705867430796
female,group C,bachelor's degree,standard,completed,59,64,75,198,66.0,1.0847457443263433,1.2711864191324336
male,group C,high school,standard,none,71,66,65,202,67.33333333333333,0.9295774516960923,0.9154929448522121
female,group D,master's degree,standard,completed,77,82,91,250,83.33333333333333,1.0649350511047397,1.181818166469894
male,group C,associate's degree,standard,none,83,72,78,233,77.66666666666667,0.8674698690666282,0.9397590248221804
male,group B,bachelor's degree,standard,none,63,71,69,203,67.66666666666667,1.1269841090954904,1.095238077853364
female,group D,associate's degree,free/reduced,none,56,65,63,184,61.333333333333336,1.1607142649872453,1.1249999799107147
female,group C,high school,free/reduced,completed,67,79,84,230,76.66666666666667,1.1791044600133662,1.2537313245711743
female,group E,high school,standard,none,75,86,79,240,80.0,1.1466666513777781,1.0533333192888892
female,group C,some college,standard,none,71,81,80,232,77.33333333333333,1.140845054354295,1.1267605475104148
female,group C,some high school,free/reduced,none,43,53,53,149,49.666666666666664,1.2325581108707417,1.2325581108707417
female,group C,high school,free/reduced,none,41,46,43,130,43.333333333333336,1.121951192147532,1.0487804622248669
female,group C,some college,standard,none,82,90,94,266,88.66666666666667,1.0975609622248663,1.1463414494348605
male,group C,some college,standard,none,61,61,62,184,61.333333333333336,0.9999999836065577,1.0163934259607637
male,group A,some college,free/reduced,none,28,23,19,70,23.333333333333332,0.8214285420918378,0.6785714043367356
male,group C,associate's degree,standard,completed,82,75,77,234,78.0,0.9146341351873887,0.9390243787923856
female,group B,some high school,standard,none,41,55,51,147,49.0,1.3414633819155273,1.2439024086853072
male,group C,high school,standard,none,71,60,61,192,64.0,0.8450704106328112,0.8591549174766914
male,group C,associate's degree,standard,none,47,37,35,119,39.666666666666664,0.7872340258035314,0.7446808352195567
male,group E,associate's degree,standard,completed,62,56,53,171,57.0,0.903225791883455,0.8548386958896985
male,group B,associate's degree,standard,none,90,78,81,249,83.0,0.8666666570370372,0.8999999900000001
female,group C,bachelor's degree,standard,none,83,93,95,271,90.33333333333333,1.1204819142110614,1.1445782994629121
female,group B,some college,free/reduced,none,61,68,66,195,65.0,1.1147540800859987,1.081967195377587
male,group D,some high school,standard,completed,76,70,69,215,71.66666666666667,0.921052619459834,0.9078947248961221
male,group C,associate's degree,standard,none,49,51,43,143,47.666666666666664,1.0408163052894632,0.8775510024989592
female,group B,some high school,free/reduced,none,24,38,27,89,29.666666666666668,1.5833332673611138,1.124999953125002
female,group D,some high school,free/reduced,completed,35,55,60,150,50.0,1.5714285265306136,1.714285665306124
male,group C,high school,free/reduced,none,58,61,52,171,57.0,1.05172411979786,0.896551708680143
female,group C,high school,standard,none,61,73,63,197,65.66666666666667,1.196721291857028,1.0327868683149695
female,group B,high school,standard,completed,69,76,74,219,73.0,1.1014492593992862,1.0724637525729892
male,group D,associate's degree,standard,completed,67,72,67,206,68.66666666666667,1.0746268496324352,0.9999999850746272
male,group D,some college,standard,none,79,73,67,219,73.0,0.9240506212145492,0.8481012550873259
female,group C,high school,standard,none,72,80,75,227,75.66666666666667,1.1111110956790127,1.0416666521990743
male,group B,some college,standard,none,62,61,57,180,60.0,0.9838709518730492,0.9193548238813738
female,group C,bachelor's degree,standard,completed,77,94,95,266,88.66666666666667,1.2207792049249455,1.233766217743296
male,group D,high school,free/reduced,none,75,74,66,215,71.66666666666667,0.9866666535111113,0.8799999882666668
male,group E,associate's degree,standard,none,87,74,76,237,79.0,0.8505747028669575,0.8735632083498482
female,group B,bachelor's degree,standard,none,52,65,69,186,62.0,1.249999975961539,1.326923051405326
male,group E,some college,standard,none,66,57,52,175,58.333333333333336,0.8636363505509644,0.7878787759412307
female,group C,some college,standard,completed,63,78,80,221,73.66666666666667,1.238095218442933,1.2698412496850595
female,group C,associate's degree,standard,none,46,58,57,161,53.666666666666664,1.2608695378071841,1.2391304078449912
female,group C,some college,standard,none,59,71,70,200,66.66666666666667,1.2033898101120373,1.186440657856938
female,group B,bachelor's degree,standard,none,61,72,70,203,67.66666666666667,1.1803278495028222,1.1475409647944104
male,group A,associate's degree,standard,none,63,61,61,185,61.666666666666664,0.9682539528848579,0.9682539528848579
female,group C,some college,free/reduced,completed,42,66,69,177,59.0,1.5714285340136065,1.6428571037414976
male,group D,some college,free/reduced,none,59,62,61,182,60.666666666666664,1.0508474398161451,1.033898287561046
female,group D,some college,standard,none,80,90,89,259,86.33333333333333,1.1249999859375002,1.1124999860937501
female,group B,high school,standard,none,58,62,59,179,59.666666666666664,1.0689654988109398,1.0172413617717007
male,group B,some high school,standard,completed,85,84,78,247,82.33333333333333,0.9882352824913496,0.9176470480276818
female,group C,some college,standard,none,52,58,58,168,56.0,1.1153845939349116,1.1153845939349116
female,group D,some high school,free/reduced,none,27,34,32,93,31.0,1.259259212620029,1.1851851412894392
male,group C,some college,standard,none,59,60,58,177,59.0,1.016949135305947,0.9830508307957486
male,group A,bachelor's degree,free/reduced,completed,49,58,60,167,55.666666666666664,1.1836734452311541,1.2244897709287803
male,group C,high school,standard,completed,69,58,53,180,60.0,0.8405796979626131,0.7681159308968706
male,group C,bachelor's degree,free/reduced,none,61,66,61,188,62.666666666666664,1.081967195377587,0.9999999836065577
female,group A,some high school,free/reduced,none,44,64,58,166,55.333333333333336,1.4545454214876041,1.3181817882231412
female,group D,some high school,standard,none,73,84,85,242,80.66666666666667,1.1506849157440422,1.1643835456933762
male,group E,some college,standard,none,84,77,71,232,77.33333333333333,0.9166666557539684,0.8452380851757371
female,group C,some college,free/reduced,completed,45,73,70,188,62.666666666666664,1.6222221861728403,1.5555555209876553
male,group D,some high school,standard,none,74,74,72,220,73.33333333333333,0.9999999864864867,0.9729729598246898
female,group D,some college,standard,completed,82,97,96,275,91.66666666666667,1.182926814842356,1.1707316930398575
female,group D,bachelor's degree,standard,none,59,70,73,202,67.33333333333333,1.186440657856938,1.2372881146222354
male,group E,associate's degree,free/reduced,none,46,43,41,130,43.333333333333336,0.9347825883742916,0.8913043284499059
female,group D,some high school,standard,none,80,90,82,252,84.0,1.1249999859375002,1.0249999871875002
female,group D,master's degree,free/reduced,completed,85,95,100,280,93.33333333333333,1.1176470456747407,1.176470574394464
female,group A,some high school,standard,none,71,83,77,231,77.0,1.1690140680420553,1.0845070269787742
male,group A,bachelor's degree,standard,none,66,64,62,192,64.0,0.9696969550045916,0.9393939251606981
female,group B,associate's degree,standard,none,80,86,83,249,83.0,1.0749999865625002,1.0374999870312502
male,group C,associate's degree,standard,completed,87,100,95,282,94.0,1.1494252741445372,1.0919540104373102
male,group C,master's degree,free/reduced,none,79,81,71,231,77.0,1.0253164427175134,0.898734165838808
female,group E,some high school,free/reduced,none,38,49,45,132,44.0,1.2894736502770092,1.1842104951523555
female,group A,some high school,free/reduced,none,38,43,43,124,41.333333333333336,1.1315789175900286,1.1315789175900286
female,group E,some college,standard,none,67,76,75,218,72.66666666666667,1.1343283412786815,1.1194029683671198
female,group E,bachelor's degree,standard,none,64,73,70,207,69.0,1.1406249821777348,1.0937499829101565
female,group C,associate's degree,free/reduced,none,57,78,67,202,67.33333333333333,1.3684210286241925,1.1754385758694987
female,group D,high school,standard,none,62,64,64,190,63.333333333333336,1.0322580478668058,1.0322580478668058
male,group D,master's degree,standard,none,73,70,75,218,72.66666666666667,0.9589040964533686,1.0273972462000378
male,group E,some high school,free/reduced,completed,73,67,59,199,66.33333333333333,0.9178082066053671,0.8082191670106964
female,group D,some college,standard,none,77,68,77,222,74.0,0.8831168716478328,0.9999999870129872
male,group E,some college,standard,none,76,67,67,210,70.0,0.8815789357686983,0.8815789357686983
male,group C,associate's degree,standard,completed,57,54,56,167,55.666666666666664,0.9473684044321333,0.9824561231148049
female,group C,some high school,standard,completed,65,74,77,216,72.0,1.138461520946746,1.1846153663905328
male,group A,high school,free/reduced,none,48,45,41,134,44.666666666666664,0.9374999804687505,0.8541666488715282
female,group B,high school,free/reduced,none,50,67,63,180,60.0,1.3399999732000005,1.2599999748000006
female,group C,associate's degree,standard,none,85,89,95,269,89.66666666666667,1.0470588112110728,1.1176470456747407
male,group B,some high school,standard,none,74,63,57,194,64.66666666666667,0.8513513398466035,0.7702702598612128
male,group D,some high school,standard,none,60,59,54,173,57.666666666666664,0.9833333169444448,0.8999999850000003
female,group C,some high school,standard,completed,59,54,67,180,60.0,0.9152542217753522,1.1355932010916407
male,group A,some college,standard,none,53,43,43,139,46.333333333333336,0.8113207394090427,0.8113207394090427
female,group A,some college,free/reduced,none,49,65,55,169,56.333333333333336,1.3265305851728453,1.1224489566847153
female,group D,high school,standard,completed,88,99,100,287,95.66666666666667,1.1249999872159093,1.1363636234504133
female,group C,high school,standard,none,54,59,62,175,58.333333333333336,1.0925925723593968,1.1481481268861458
female,group C,some high school,standard,none,63,73,68,204,68.0,1.158730140337617,1.0793650622323006
male,group B,associate's degree,standard,completed,65,65,63,193,64.33333333333333,0.9999999846153849,0.9692307543195269
female,group B,associate's degree,standard,none,82,80,77,239,79.66666666666667,0.9756097441998812,0.9390243787923856
female,group D,high school,free/reduced,completed,52,57,56,165,55.0,1.0961538250739649,1.076923056213018
male,group D,associate's degree,standard,completed,87,84,85,256,85.33333333333333,0.9655172302814111,0.9770114830228566
female,group D,master's degree,standard,completed,70,71,74,215,71.66666666666667,1.0142856997959186,1.0571428420408167
male,group E,some college,standard,completed,84,83,78,245,81.66666666666667,0.9880952263321997,0.928571417517007
male,group D,associate's degree,standard,none,71,66,60,197,65.66666666666667,0.9295774516960923,0.8450704106328112
male,group B,some high school,standard,completed,63,67,67,197,65.66666666666667,1.0634920466112374,1.0634920466112374
female,group C,bachelor's degree,free/reduced,completed,51,72,79,202,67.33333333333333,1.4117646782006927,1.5490195774702045
male,group E,high school,standard,none,84,73,69,226,75.33333333333333,0.8690476087018142,0.82142856164966
male,group C,bachelor's degree,standard,completed,71,74,68,213,71.0,1.0422535064471337,0.9577464653838527
male,group C,associate's degree,standard,none,74,73,67,214,71.33333333333333,0.9864864731555882,0.9054053931701974
male,group D,some college,standard,none,68,59,62,189,63.0,0.8676470460640141,0.9117646924740487
male,group E,high school,free/reduced,completed,57,56,54,167,55.666666666666664,0.9824561231148049,0.9473684044321333
female,group C,associate's degree,free/reduced,completed,82,93,93,268,89.33333333333333,1.1341463276323618,1.1341463276323618
female,group D,high school,standard,completed,57,58,64,179,59.666666666666664,1.0175438417974765,1.1228069978454913
female,group D,master's degree,free/reduced,completed,47,58,67,172,57.333333333333336,1.2340425269352655,1.4255318845631515
female,group A,some high school,standard,completed,59,85,80,224,74.66666666666667,1.4406779416834248,1.3559321804079292
male,group B,some college,free/reduced,none,41,39,34,114,38.0,0.9512194889946467,0.8292682724568714
female,group C,some college,free/reduced,none,62,67,62,191,63.666666666666664,1.0806451438605622,0.999999983870968
male,group C,bachelor's degree,standard,none,86,83,86,255,85.0,0.9651162678474853,0.9999999883720931
male,group C,some high school,free/reduced,none,69,71,65,205,68.33333333333333,1.0289854923335435,0.9420289718546526
male,group A,some high school,free/reduced,none,65,59,53,177,59.0,0.9076922937278109,0.815384602840237
male,group C,some high school,free/reduced,none,68,63,54,185,61.666666666666664,0.9264705746107269,0.7941176353806231
male,group C,associate's degree,free/reduced,none,64,66,59,189,63.0,1.031249983886719,0.9218749855957034
female,group C,high school,standard,none,61,72,70,203,67.66666666666667,1.1803278495028222,1.1475409647944104
male,group C,high school,standard,none,61,56,55,172,57.333333333333336,0.9180327718355283,0.9016393294813225
female,group A,some high school,free/reduced,none,47,59,50,156,52.0,1.2553191222272528,1.0638297645993668
male,group C,some high school,standard,none,73,66,66,205,68.33333333333333,0.9041095766560332,0.9041095766560332
male,group C,some college,free/reduced,completed,50,48,53,151,50.333333333333336,0.9599999808000005,1.0599999788000005
male,group D,associate's degree,standard,none,75,68,64,207,69.0,0.906666654577778,0.8533333219555558
male,group D,associate's degree,free/reduced,none,75,66,73,214,71.33333333333333,0.8799999882666668,0.9733333203555558
male,group C,high school,standard,none,70,56,51,177,59.0,0.7999999885714287,0.7285714181632654
male,group D,some high school,standard,completed,89,88,82,259,86.33333333333333,0.988764033834112,0.9213483042545134
female,group C,some college,standard,completed,67,81,79,227,75.66666666666667,1.2089552058364894,1.1791044600133662
female,group D,high school,standard,none,78,81,80,239,79.66666666666667,1.0384615251479292,1.0256410124917819
female,group A,some high school,free/reduced,none,59,73,69,201,67.0,1.2372881146222354,1.169491505601839
female,group B,associate's degree,standard,none,73,83,76,232,77.33333333333333,1.1369862857947084,1.0410958761493716
male,group A,some high school,free/reduced,none,79,82,73,234,78.0,1.037974670405384,0.9240506212145492
female,group C,some high school,standard,completed,67,74,77,218,72.66666666666667,1.1044775954555583,1.149253714190243
male,group D,some college,free/reduced,none,69,66,60,195,65.0,0.9565217252678011,0.8695652047889101
male,group C,high school,standard,completed,86,81,80,247,82.33333333333333,0.9418604541644133,0.9302325473228774
male,group B,high school,standard,none,47,46,42,135,45.0,0.9787233834314174,0.8936170022634681
male,group B,associate's degree,standard,none,81,73,72,226,75.33333333333333,0.9012345567748821,0.8888888779149522
female,group C,some college,free/reduced,completed,64,85,85,234,78.0,1.3281249792480472,1.3281249792480472
female,group E,some college,standard,none,100,92,97,289,96.33333333333333,0.9199999908000002,0.9699999903000002
female,group C,associate's degree,free/reduced,none,65,77,74,216,72.0,1.1846153663905328,1.138461520946746
male,group C,some college,free/reduced,none,65,58,49,172,57.333333333333336,0.8923076785798819,0.7538461422485209
female,group C,associate's degree,free/reduced,none,53,61,62,176,58.666666666666664,1.1509433745105024,1.1698112986828058
male,group C,bachelor's degree,free/reduced,none,37,56,47,140,46.666666666666664,1.5135134726077442,1.2702702359386424
female,group D,bachelor's degree,standard,none,79,89,89,257,85.66666666666667,1.1265822642204777,1.1265822642204777
male,group D,associate's degree,free/reduced,none,53,54,48,155,51.666666666666664,1.0188679053043792,0.9056603602705593
female,group E,bachelor's degree,standard,none,100,100,100,300,100.0,0.9999999900000002,0.9999999900000002
male,group B,high school,standard,completed,72,65,68,205,68.33333333333333,0.9027777652391977,0.9444444313271607
male,group C,bachelor's degree,free/reduced,none,53,58,55,166,55.333333333333336,1.0943396019935925,1.0377358294766825
male,group B,some college,free/reduced,none,54,54,45,153,51.0,0.9999999814814818,0.8333333179012349
female,group E,some college,standard,none,71,70,76,217,72.33333333333333,0.985915479071613,1.070422520134894
female,group C,some college,free/reduced,none,77,90,91,258,86.0,1.1688311536515434,1.181818166469894
male,group A,bachelor's degree,standard,completed,75,58,62,195,65.0,0.7733333230222224,0.8266666556444446
female,group C,some college,standard,none,84,87,91,262,87.33333333333333,1.0357142733843538,1.083333320436508
female,group D,associate's degree,free/reduced,none,26,31,38,95,31.666666666666668,1.1923076464497058,1.4615384053254459
male,group A,high school,free/reduced,completed,72,67,65,204,68.0,0.930555542631173,0.9027777652391977
female,group A,high school,free/reduced,completed,77,88,85,250,83.33333333333333,1.1428571280148425,1.1038960895597911
male,group C,some college,standard,none,91,74,76,241,80.33333333333333,0.8131868042506945,0.8351648259871998
female,group C,associate's degree,standard,completed,83,85,90,258,86.0,1.024096373203658,1.084337336333285
female,group C,high school,standard,none,63,69,74,206,68.66666666666667,1.095238077853364,1.17460315595868
female,group C,associate's degree,standard,completed,68,86,84,238,79.33333333333333,1.2647058637543256,1.2352940994809691
female,group D,some high school,standard,none,59,67,61,187,62.333333333333336,1.1355932010916407,1.033898287561046
female,group B,associate's degree,standard,completed,90,90,91,271,90.33333333333333,0.9999999888888891,1.0111110998765434
female,group D,bachelor's degree,standard,completed,71,76,83,230,76.66666666666667,1.070422520134894,1.1690140680420553
male,group E,bachelor's degree,standard,completed,76,62,66,204,68.0,0.8157894629501387,0.8684210412049863
male,group D,associate's degree,standard,none,80,68,72,220,73.33333333333333,0.8499999893750002,0.8999999887500002
female,group D,master's degree,standard,none,55,64,70,189,63.0,1.1636363424793392,1.2727272495867774
male,group E,associate's degree,standard,none,76,71,67,214,71.33333333333333,0.9342105140235459,0.8815789357686983
male,group B,high school,standard,completed,73,71,68,212,70.66666666666667,0.9726027264027024,0.9315068365547009
female,group D,associate's degree,free/reduced,none,52,59,56,167,55.666666666666664,1.1346153627958584,1.076923056213018
male,group C,some college,free/reduced,none,68,68,61,197,65.66666666666667,0.9999999852941179,0.8970588103373704
male,group A,high school,standard,none,59,52,46,157,52.333333333333336,0.8813559172651539,0.7796610037345593
female,group B,associate's degree,standard,none,49,52,54,155,51.666666666666664,1.0612244681382763,1.1020407938359023
male,group C,high school,standard,none,70,74,71,215,71.66666666666667,1.0571428420408167,1.0142856997959186
male,group D,some college,free/reduced,none,61,47,56,164,54.666666666666664,0.7704917906476756,0.9180327718355283
female,group C,associate's degree,free/reduced,none,60,75,74,209,69.66666666666667,1.2499999791666672,1.2333333127777781
male,group B,some high school,standard,completed,64,53,57,174,58.0,0.8281249870605472,0.8906249860839847
male,group A,associate's degree,free/reduced,completed,79,82,82,243,81.0,1.037974670405384,1.037974670405384
female,group A,associate's degree,free/reduced,none,65,85,76,226,75.33333333333333,1.307692287573965,1.169230751242604
female,group C,associate's degree,standard,none,64,64,70,198,66.0,0.9999999843750003,1.0937499829101565
female,group C,some college,standard,none,83,83,90,256,85.33333333333333,0.9999999879518074,1.084337336333285
female,group C,bachelor's degree,standard,none,81,88,90,259,86.33333333333333,1.0864197396738304,1.1111110973936902
female,group B,high school,standard,none,54,64,68,186,62.0,1.1851851632373118,1.2592592359396437
male,group D,high school,standard,completed,68,64,66,198,66.0,0.9411764567474051,0.9705882210207615
female,group C,some college,standard,none,54,48,52,154,51.333333333333336,0.8888888724279839,0.9629629451303159
female,group D,some college,free/reduced,completed,59,78,76,213,71.0,1.322033875897731,1.2881355713875327
female,group B,some high school,standard,none,66,69,68,203,67.66666666666667,1.0454545296143254,1.0303030146923786
male,group E,some college,standard,none,76,71,72,219,73.0,0.9342105140235459,0.9473684085872578
female,group D,master's degree,standard,none,74,79,82,235,78.33333333333333,1.067567553140979,1.1081080931336744
female,group B,associate's degree,standard,completed,94,87,92,273,91.0,0.9255319050475329,0.9787233938433682
male,group C,some college,free/reduced,none,63,61,54,178,59.333333333333336,0.9682539528848579,0.8571428435374152
female,group E,associate's degree,standard,completed,95,89,92,276,92.0,0.9368420954016622,0.9684210424376732
female,group D,master's degree,free/reduced,none,40,59,54,153,51.0,1.474999963125001,1.3499999662500008
female,group B,some high school,standard,none,82,82,80,244,81.33333333333333,0.9999999878048782,0.9756097441998812
male,group A,high school,standard,none,68,70,66,204,68.0,1.0294117495674744,0.9705882210207615
male,group B,bachelor's degree,free/reduced,none,55,59,54,168,56.0,1.0727272532231409,0.9818181639669425
male,group C,master's degree,standard,none,79,78,77,234,78.0,0.9873417596539018,0.9746835319660313
female,group C,bachelor's degree,standard,none,86,92,87,265,88.33333333333333,1.069767429421309,1.011627895213629
male,group D,some college,standard,none,76,71,73,220,73.33333333333333,0.9342105140235459,0.9605263031509698
male,group A,some high school,standard,none,64,50,43,157,52.333333333333336,0.781249987792969,0.6718749895019533
male,group D,some high school,free/reduced,none,62,49,52,163,54.333333333333336,0.7903225678980231,0.8387096638917797
female,group B,some high school,standard,completed,54,61,62,177,59.0,1.1296296087105628,1.1481481268861458
female,group B,master's degree,free/reduced,completed,77,97,94,268,89.33333333333333,1.259740243379997,1.2207792049249455
female,group C,some high school,standard,completed,76,87,85,248,82.66666666666667,1.1447368270429366,1.1184210379155126
female,group D,some college,standard,none,74,89,84,247,82.33333333333333,1.2027026864499637,1.1351351197954713
female,group E,some college,standard,completed,66,74,73,213,71.0,1.121212104224059,1.1060605893021123
female,group D,some high school,standard,completed,66,78,78,222,74.0,1.1818181639118461,1.1818181639118461
female,group B,high school,free/reduced,completed,67,78,79,224,74.66666666666667,1.1641790871018047,1.1791044600133662
male,group D,some college,standard,none,71,49,52,172,57.333333333333336,0.6901408353501292,0.7323943558817697
female,group C,associate's degree,standard,none,91,86,84,261,87.0,0.945054934669726,0.9230769129332208
male,group D,bachelor's degree,standard,none,69,58,57,184,61.333333333333336,0.8405796979626131,0.8260869445494646
male,group C,master's degree,free/reduced,none,54,59,50,163,54.333333333333336,1.0925925723593968,0.9259259087791499
male,group C,high school,standard,completed,53,52,49,154,51.333333333333336,0.9811320569597726,0.9245282844428626
male,group E,some college,standard,none,68,60,59,187,62.333333333333336,0.8823529282006922,0.8676470460640141
male,group C,some high school,free/reduced,completed,56,61,60,177,59.0,1.089285694834184,1.0714285522959188
female,group C,high school,free/reduced,none,36,53,43,132,44.0,1.4722221813271616,1.194444411265433
female,group D,bachelor's degree,free/reduced,none,29,41,47,117,39.0,1.4137930546967912,1.6206895992865655
female,group C,associate's degree,standard,none,62,74,70,206,68.66666666666667,1.1935483678459942,1.1290322398543187
female,group C,associate's degree,standard,completed,68,67,73,208,69.33333333333333,0.9852941031574397,1.073529395977509
female,group C,some high school,standard,none,47,54,53,154,51.333333333333336,1.1489361457673162,1.1276595504753288
male,group E,associate's degree,standard,completed,62,61,58,181,60.333333333333336,0.9838709518730492,0.9354838558792927
female,group E,associate's degree,standard,completed,79,88,94,261,87.0,1.113924036532607,1.1898734026598303
male,group B,high school,standard,completed,73,69,68,210,70.0,0.9452054665040347,0.9315068365547009
female,group C,bachelor's degree,free/reduced,completed,66,83,83,232,77.33333333333333,1.2575757385215798,1.2575757385215798
male,group C,associate's degree,standard,completed,51,60,58,169,56.333333333333336,1.1764705651672438,1.137254879661669
female,group D,high school,standard,none,51,66,62,179,59.666666666666664,1.2941176216839683,1.2156862506728188
male,group E,bachelor's degree,standard,completed,85,66,71,222,74.0,0.7764705791003461,0.8352941078200693
male,group A,associate's degree,standard,completed,97,92,86,275,91.66666666666667,0.9484535984695506,0.8865979290041451
male,group C,high school,standard,completed,75,69,68,212,70.66666666666667,0.9199999877333336,0.906666654577778
male,group D,associate's degree,free/reduced,completed,79,82,80,241,80.33333333333333,1.037974670405384,1.0126582150296428
female,group C,associate's degree,standard,none,81,77,79,237,79.0,0.9506172722146016,0.9753086299344614
female,group D,associate's degree,standard,none,82,95,89,266,88.66666666666667,1.158536571237359,1.0853658404223678
female,group D,master's degree,standard,none,64,63,66,193,64.33333333333333,0.9843749846191409,1.031249983886719
male,group E,some high school,free/reduced,completed,78,83,80,241,80.33333333333333,1.0641025504602237,1.0256410124917819
female,group A,some high school,standard,completed,92,100,97,289,96.33333333333333,1.0869565099243859,1.0543478146266543
male,group C,high school,standard,completed,72,67,64,203,67.66666666666667,0.930555542631173,0.88888887654321
female,group C,high school,free/reduced,none,62,67,64,193,64.33333333333333,1.0806451438605622,1.0322580478668058
male,group C,master's degree,standard,none,79,72,69,220,73.33333333333333,0.9113923935266786,0.8734177104630669
male,group C,some high school,free/reduced,none,79,76,65,220,73.33333333333333,0.9620253042781607,0.8227847997115848
male,group B,bachelor's degree,free/reduced,completed,87,90,88,265,88.33333333333333,1.0344827467300834,1.0114942412471926
female,group B,associate's degree,standard,none,40,48,50,138,46.0,1.1999999700000008,1.249999968750001
male,group D,some college,free/reduced,none,77,62,64,203,67.66666666666667,0.8051947947377299,0.831168820374431
male,group E,associate's degree,standard,none,53,45,40,138,46.0,0.8490565877536493,0.7547169668921327
female,group C,some college,free/reduced,none,32,39,33,104,34.666666666666664,1.2187499619140638,1.0312499677734386
female,group C,associate's degree,standard,completed,55,72,79,206,68.66666666666667,1.3090908852892567,1.4363636102479345
male,group C,master's degree,free/reduced,none,61,67,66,194,64.66666666666667,1.098360637731793,1.081967195377587
female,group B,associate's degree,free/reduced,none,53,70,70,193,64.33333333333333,1.3207546920612323,1.3207546920612323
male,group D,some high school,standard,none,73,66,62,201,67.0,0.9041095766560332,0.8493150568586979
female,group D,some college,standard,completed,74,75,79,228,76.0,1.0135134998173851,1.067567553140979
female,group C,some college,standard,none,63,74,74,211,70.33333333333333,1.17460315595868,1.17460315595868
male,group C,bachelor's degree,standard,completed,96,90,92,278,92.66666666666667,0.9374999902343751,0.9583333233506945
female,group D,some college,free/reduced,completed,63,80,80,223,74.33333333333333,1.2698412496850595,1.2698412496850595
male,group B,bachelor's degree,free/reduced,none,48,51,46,145,48.333333333333336,1.0624999778645838,0.958333313368056
male,group B,associate's degree,standard,none,48,43,45,136,45.333333333333336,0.8958333146701394,0.9374999804687505
female,group E,bachelor's degree,free/reduced,completed,92,100,100,292,97.33333333333333,1.0869565099243859,1.0869565099243859
female,group D,master's degree,free/reduced,completed,61,71,78,210,70.0,1.1639344071486164,1.2786885036280573
male,group B,high school,free/reduced,none,63,48,47,158,52.666666666666664,0.7619047498110357,0.7460317341899725
male,group D,bachelor's degree,free/reduced,none,68,68,67,203,67.66666666666667,0.9999999852941179,0.9852941031574397
male,group B,some college,standard,completed,71,75,70,216,72.0,1.0563380132910138,0.985915479071613
male,group A,bachelor's degree,standard,none,91,96,92,279,93.0,1.0549450433522523,1.0109889998792418
female,group C,some college,standard,none,53,62,56,171,57.0,1.1698112986828058,1.0566037536489858
female,group C,high school,free/reduced,completed,50,66,64,180,60.0,1.3199999736000005,1.2799999744000006
